Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional
450,Jeenathan Williams,25,HOU,SG,11,0,75,16,36,.444,4,15,.267,12,21,.571,.500,3,4,.750,1,5,6,4,5,4,8,9,39,0,,willije02
451,A.J. Lawson,24,TOR,SG,9,2,116,13,40,.325,7,25,.280,6,15,.400,.413,4,7,.571,5,7,12,4,2,2,1,11,37,0,,lawsoaj01
452,Chris Duarte,27,CHI,SG,17,0,74,12,26,.462,6,15,.400,6,11,.545,.577,6,8,.750,5,15,20,9,0,0,1,7,36,0,,duartch01
453,Isaiah Jackson,23,IND,C,5,1,84,14,23,.609,0,0,,14,23,.609,.609,7,14,.500,11,17,28,5,3,8,5,14,35,0,,jacksis01
454,Jared Rhoden,25,2TM,SG,8,0,90,12,32,.375,1,10,.100,11,22,.500,.391,10,12,.833,7,8,15,3,2,2,4,7,35,0,,rhodeja01
454,Jared Rhoden,25,CHO,SG,4,0,12,2,8,.250,0,2,.000,2,6,.333,.250,0,0,,2,2,4,2,1,0,1,1,4,0,,rhodeja01
454,Jared Rhoden,25,TOR,SG,4,0,78,10,24,.417,1,8,.125,9,16,.563,.438,10,12,.833,5,6,11,1,1,2,3,6,31,0,,rhodeja01
455,Adam Flagler,25,OKC,SG,25,0,103,13,57,.228,8,46,.174,5,11,.455,.298,0,0,,3,6,9,0,5,2,1,10,34,0,,flaglad01
456,Enrique Freeman,24,IND,PF,19,1,139,12,25,.480,1,6,.167,11,19,.579,.500,7,13,.538,6,13,19,8,2,2,5,18,32,0,,freemen01
457,Elijah Harkless,24,UTA,SG,10,0,138,11,35,.314,7,25,.280,4,10,.400,.414,3,6,.500,9,12,21,8,10,1,3,18,32,0,,harklej01
458,Josh Richardson,31,MIA,SG,8,0,150,11,38,.289,6,22,.273,5,16,.313,.368,4,4,1.000,6,6,12,12,8,1,8,17,32,0,,richajo01
459,Xavier Tillman Sr.,26,BOS,C,29,1,207,12,46,.261,5,27,.185,7,19,.368,.315,1,2,.500,9,29,38,7,9,5,12,16,30,0,,tillmxa01
460,AJ Johnson,20,2TM,SG,11,0,74,12,28,.429,4,10,.400,8,18,.444,.500,2,3,.667,0,9,9,12,2,0,5,5,30,0,,johnsaj01
460,AJ Johnson,20,MIL,SG,7,0,44,8,19,.421,3,5,.600,5,14,.357,.500,1,2,.500,0,7,7,7,1,0,4,0,20,0,,johnsaj01
460,AJ Johnson,20,WAS,SG,4,0,30,4,9,.444,1,5,.200,3,4,.750,.500,1,1,1.000,0,2,2,5,1,0,1,5,10,0,,johnsaj01
461,Kevin Knox,25,GSW,SF,7,0,51,11,24,.458,3,11,.273,8,13,.615,.521,3,4,.750,6,5,11,4,1,4,1,5,28,0,,knoxke01
462,Matt Ryan,27,NYK,SF,19,0,68,10,31,.323,6,19,.316,4,12,.333,.419,2,2,1.000,0,8,8,3,2,0,3,1,28,0,,ryanma01
463,JT Thor,22,CLE,PF,9,0,42,9,15,.600,3,6,.500,6,9,.667,.700,7,8,.875,3,3,6,1,2,3,6,6,28,0,,thorjt01
464,TyTy Washington Jr.,23,PHO,PG,10,0,93,11,36,.306,3,18,.167,8,18,.444,.347,3,4,.750,4,8,12,12,3,0,3,3,28,0,,washity02
465,Baylor Scheierman,24,BOS,SG,16,0,119,9,34,.265,4,22,.182,5,12,.417,.324,5,6,.833,4,19,23,10,4,0,1,7,27,0,,scheiba01
466,Pacome Dadiet,19,NYK,SG,14,0,95,9,27,.333,6,17,.353,3,10,.300,.444,2,3,.667,0,14,14,5,3,2,2,5,26,0,,dadiepa01
467,Colby Jones,22,SAC,SG,24,0,130,11,26,.423,4,10,.400,7,16,.438,.500,0,0,,8,15,23,7,6,7,7,13,26,0,,jonesco02
468,Bronny James,20,LAL,SG,18,0,76,8,31,.258,3,15,.200,5,16,.313,.306,6,9,.667,1,7,8,8,4,2,6,6,25,0,,jamesbr02
469,Markelle Fultz,26,SAC,PG,8,0,68,11,24,.458,1,3,.333,10,21,.476,.479,1,1,1.000,2,5,7,7,4,1,10,4,24,0,,fultzma01
470,Jazian Gortman,21,DAL,PG,16,0,57,9,23,.391,4,11,.364,5,12,.417,.478,2,4,.500,1,4,5,6,2,1,5,9,24,0,,gortmja01
471,Yuki Kawamura,23,MEM,PG,20,0,63,8,22,.364,4,16,.250,4,6,.667,.455,4,6,.667,0,7,7,14,1,0,4,7,24,0,,kawamyu01
472,Kylor Kelley,27,DAL,C,8,1,67,10,13,.769,0,0,,10,13,.769,.769,4,6,.667,8,13,21,2,0,2,1,8,24,0,,kelleky01
473,Daeqwon Plowden,26,ATL,SG,2,0,33,8,10,.800,6,8,.750,2,2,1.000,1.100,2,2,1.000,3,2,5,0,0,0,1,5,24,0,,plowdda01
474,Alex Ducas,24,OKC,SG,17,0,76,8,22,.364,7,16,.438,1,6,.167,.523,0,0,,5,10,15,2,2,0,3,7,23,0,,ducasal01
475,Markieff Morris,35,2TM,PF,10,0,61,8,32,.250,5,20,.250,3,12,.250,.328,2,2,1.000,0,9,9,7,1,1,3,5,23,0,,morrima02
475,Markieff Morris,35,DAL,PF,7,0,41,5,22,.227,2,13,.154,3,9,.333,.273,0,0,,0,8,8,4,1,1,2,2,12,0,,morrima02
475,Markieff Morris,35,LAL,PF,3,0,20,3,10,.300,3,7,.429,0,3,.000,.450,2,2,1.000,0,1,1,3,0,0,1,3,11,0,,morrima02
476,Sidy Cissoko,20,2TM,SF,20,0,60,9,18,.500,3,7,.429,6,11,.545,.583,1,6,.167,4,7,11,6,1,0,3,7,22,0,,cissosi01
476,Sidy Cissoko,20,SAS,SF,17,0,54,9,18,.500,3,7,.429,6,11,.545,.583,1,6,.167,3,7,10,6,1,0,2,6,22,0,,cissosi01
476,Sidy Cissoko,20,POR,SF,3,0,6,0,0,,0,0,,0,0,,,0,0,,1,0,1,0,0,0,1,1,0,0,,cissosi01
477,Colin Castleton,24,2TM,C,12,0,95,6,19,.316,0,5,.000,6,14,.429,.316,10,11,.909,9,13,22,5,3,3,2,14,22,0,,castlco01
477,Colin Castleton,24,MEM,C,10,0,46,2,10,.200,0,4,.000,2,6,.333,.200,10,11,.909,3,6,9,0,1,1,1,6,14,0,,castlco01
477,Colin Castleton,24,TOR,C,2,0,49,4,9,.444,0,1,.000,4,8,.500,.444,0,0,,6,7,13,5,2,2,1,8,8,0,,castlco01
478,Mason Jones,26,SAC,SG,8,0,37,9,17,.529,1,7,.143,8,10,.800,.559,2,3,.667,2,6,8,10,0,0,1,3,21,0,,jonesma05
479,Mitchell Robinson,26,NYK,C,4,1,54,9,14,.643,0,0,,9,14,.643,.643,3,3,1.000,9,7,16,1,1,1,1,5,21,0,,robinmi01
480,Jae Crowder,34,SAC,PF,7,2,92,6,17,.353,3,12,.250,3,5,.600,.441,5,6,.833,6,11,17,4,3,0,4,10,20,0,,crowdja01
481,Trey Alexander,21,DEN,SG,18,0,79,7,24,.292,2,10,.200,5,14,.357,.333,2,2,1.000,0,9,9,7,1,1,3,8,18,0,,alexatr01
482,Leonard Miller,21,MIN,SF,10,0,27,5,14,.357,0,5,.000,5,9,.556,.357,8,8,1.000,3,8,11,0,2,1,2,2,18,0,,millele01
483,Chris Livingston,21,MIL,SF,14,1,69,6,15,.400,0,5,.000,6,10,.600,.400,5,8,.625,7,15,22,2,5,0,5,5,17,0,,livinch01
484,Keshad Johnson,23,MIA,SF,10,0,57,7,12,.583,1,4,.250,6,8,.750,.625,1,6,.167,2,15,17,3,1,4,3,5,16,0,,johnske10
485,Jackson Rowe,28,GSW,PF,5,0,43,6,15,.400,2,9,.222,4,6,.667,.467,2,4,.500,0,8,8,3,3,0,1,4,16,0,,roweja01
486,PJ Hall,22,DEN,C,15,0,46,6,14,.429,0,5,.000,6,9,.667,.429,3,4,.750,4,12,16,3,0,2,2,6,15,0,,hallpj01
487,Joe Ingles,37,MIN,SF,18,0,108,6,20,.300,3,13,.231,3,7,.429,.375,0,0,,2,9,11,22,2,0,8,10,15,0,,inglejo01
488,E.J. Liddell,24,CHI,PF,7,0,33,5,10,.500,3,8,.375,2,2,1.000,.650,2,2,1.000,1,4,5,3,1,1,2,8,15,0,,liddeej01
489,Pete Nance,24,PHI,C,7,0,68,5,15,.333,4,12,.333,1,3,.333,.467,1,2,.500,2,8,10,3,1,0,0,10,15,0,,nancepe01
490,Taylor Hendricks,21,UTA,PF,3,3,75,4,18,.222,3,12,.250,1,6,.167,.306,3,4,.750,5,10,15,2,5,4,2,8,14,0,,hendrta01
491,Jack McVeigh,28,HOU,PF,7,0,28,5,13,.385,4,10,.400,1,3,.333,.538,0,0,,1,3,4,1,0,1,1,1,14,0,,mcveija01
492,Armel Traoré,22,LAL,SF,9,0,67,6,19,.316,0,7,.000,6,12,.500,.316,2,7,.286,2,13,15,1,4,2,3,6,14,0,,armeltr01
493,Alex Reese,25,2TM,PF,4,0,31,5,9,.556,2,5,.400,3,4,.750,.667,2,3,.667,6,7,13,1,3,3,1,1,14,0,,reeseal01
493,Alex Reese,25,OKC,PF,1,0,2,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,1,0,1,0,0,0,0,0,2,0,,reeseal01
493,Alex Reese,25,PHI,PF,3,0,29,4,8,.500,2,5,.400,2,3,.667,.625,2,3,.667,5,7,12,1,3,3,1,1,12,0,,reeseal01
494,Bryce McGowens,22,POR,SG,10,0,23,4,8,.500,0,3,.000,4,5,.800,.500,5,6,.833,1,0,1,1,1,0,3,2,13,0,,mcgowbr01
495,JD Davison,22,BOS,PG,9,0,39,3,9,.333,2,6,.333,1,3,.333,.444,4,5,.800,0,3,3,3,2,0,6,1,12,0,,davisjd01
496,Stanley Umude,25,MIL,SG,20,0,65,4,23,.174,2,13,.154,2,10,.200,.217,2,4,.500,4,11,15,3,3,3,2,6,12,0,,umudest01
497,Cam Christie,19,LAC,SG,6,0,31,4,12,.333,2,8,.250,2,4,.500,.417,1,2,.500,1,5,6,2,2,0,2,2,11,0,,chrisca02
498,Malachi Flynn,26,CHO,PG,3,0,29,4,8,.500,1,1,1.000,3,7,.429,.563,2,3,.667,2,3,5,3,1,0,3,3,11,0,,flynnma01
499,Garrett Temple,38,TOR,SG,18,0,76,3,17,.176,1,8,.125,2,9,.222,.206,4,4,1.000,2,9,11,11,7,2,4,10,11,0,,templga01
500,N'Faly Dante,23,HOU,C,1,0,19,4,6,.667,0,0,,4,6,.667,.667,2,3,.667,4,5,9,1,0,2,1,4,10,0,,nfalyda01
501,Nae'Qwan Tomlin,24,CLE,PF,3,0,14,4,8,.500,0,2,.000,4,6,.667,.500,2,3,.667,1,5,6,0,0,0,1,2,10,0,,tomlina01
502,Maxwell Lewis,22,2TM,SF,13,0,51,4,13,.308,2,4,.500,2,9,.222,.385,0,0,,3,7,10,3,1,0,3,3,10,0,,lewisma05
502,Maxwell Lewis,22,LAL,SF,7,0,29,2,6,.333,0,0,,2,6,.333,.333,0,0,,2,0,2,2,1,0,2,1,4,0,,lewisma05
502,Maxwell Lewis,22,BRK,SF,6,0,22,2,7,.286,2,4,.500,0,3,.000,.429,0,0,,1,7,8,1,0,0,1,2,6,0,,lewisma05
503,Vlatko Čančar,27,DEN,PF,5,0,36,4,7,.571,1,2,.500,3,5,.600,.643,0,0,,3,5,8,0,0,1,2,4,9,0,,cancavl01
504,Trentyn Flowers,19,LAC,SF,2,0,16,4,9,.444,0,2,.000,4,7,.571,.444,1,1,1.000,1,3,4,0,0,0,1,3,9,0,,flowetr01
505,Lester Quiñones,24,PHI,SG,4,0,17,4,8,.500,0,3,.000,4,5,.800,.500,1,1,1.000,3,1,4,1,0,0,4,0,9,0,,quinole01
506,Liam Robbins,25,MIL,C,13,0,57,2,8,.250,0,2,.000,2,6,.333,.250,5,10,.500,7,5,12,2,2,2,6,9,9,0,,robbili01
507,Lamar Stevens,27,MEM,PF,4,0,25,3,10,.300,0,3,.000,3,7,.429,.300,3,4,.750,1,6,7,0,1,0,1,1,9,0,,stevela01
508,James Johnson,37,IND,PF,11,0,33,4,9,.444,0,3,.000,4,6,.667,.444,0,1,.000,0,5,5,4,0,2,4,4,8,0,,johnsja01
509,Adama Sanogo,22,CHI,C,4,0,21,4,7,.571,0,0,,4,7,.571,.571,0,0,,5,1,6,1,0,0,1,1,8,0,,sanogad01
510,Luke Travers,23,CLE,SG,9,0,55,3,11,.273,0,4,.000,3,7,.429,.273,2,2,1.000,5,7,12,5,1,1,5,4,8,0,,travelu01
511,Isaiah Crawford,23,SAC,SF,7,0,26,3,6,.500,0,2,.000,3,4,.750,.500,1,2,.500,0,7,7,0,1,1,0,1,7,0,,crawfis01
512,PJ Dozier,28,MIN,SG,9,0,35,2,3,.667,2,3,.667,0,0,,1.000,1,6,.167,1,4,5,5,1,0,1,3,7,0,,doziepj01
513,Emoni Bates,21,CLE,SF,7,0,27,2,14,.143,2,11,.182,0,3,.000,.214,0,0,,0,0,0,4,1,0,0,2,6,0,,batesem01
514,Josh Christopher,23,MIA,SG,8,0,28,2,7,.286,0,1,.000,2,6,.333,.286,2,4,.500,0,3,3,4,0,1,4,1,6,0,,chrisjo01
515,Taze Moore,26,POR,SG,2,0,20,2,10,.200,1,4,.250,1,6,.167,.250,1,2,.500,4,4,8,1,2,0,2,0,6,0,,mooreta02
516,Jacob Toppin,24,NYK,SF,16,0,49,3,10,.300,0,2,.000,3,8,.375,.300,0,0,,2,9,11,4,2,0,2,3,6,0,,toppija01
517,James Wiseman,23,IND,C,1,0,5,2,4,.500,0,1,.000,2,3,.667,.500,2,2,1.000,0,1,1,0,0,0,0,0,6,0,,wisemja01
518,Ulrich Chomche,19,TOR,PF,7,0,32,2,5,.400,0,0,,2,5,.400,.400,1,2,.500,4,4,8,2,0,1,2,5,5,0,,chomcul01
519,RayJ Dennis,23,IND,PG,7,0,15,1,5,.200,1,4,.250,0,1,.000,.300,2,2,1.000,1,3,4,2,2,0,3,3,5,0,,dennira01
520,David Duke Jr.,25,SAS,SG,4,0,18,2,7,.286,0,1,.000,2,6,.333,.286,1,2,.500,0,3,3,3,0,0,1,1,5,0,,dukeda01
521,Spencer Jones,23,DEN,SF,13,0,35,2,10,.200,1,7,.143,1,3,.333,.250,0,0,,2,4,6,0,3,0,2,5,5,0,,jonessp01
522,Skal Labissière,28,SAC,PF,3,0,6,2,2,1.000,1,1,1.000,1,1,1.000,1.250,0,0,,1,0,1,1,0,0,0,1,5,0,,labissk01
523,Alondes Williams,25,DET,SG,1,0,4,2,2,1.000,1,1,1.000,1,1,1.000,1.250,0,0,,0,0,0,1,0,0,0,0,5,0,,willial06
524,Jalen Bridges,23,PHO,SF,5,0,25,1,4,.250,1,4,.250,0,0,,.375,1,2,.500,0,3,3,0,0,0,4,0,4,0,,bridgja01
525,Keion Brooks Jr.,24,NOP,SF,2,0,10,1,2,.500,0,1,.000,1,1,1.000,.500,2,4,.500,1,2,3,1,0,0,0,1,4,0,,brookke02
526,Jalen Hood-Schifino,21,LAL,SG,2,0,14,1,1,1.000,0,0,,1,1,1.000,1.000,2,2,1.000,1,0,1,1,0,1,1,3,4,0,,hoodsja01
527,D.J. Carton,24,TOR,SG,4,0,33,1,7,.143,0,3,.000,1,4,.250,.143,1,1,1.000,0,4,4,3,2,0,4,1,3,0,,cartodj01
528,Cui Yongxi,21,BRK,SG,5,0,10,1,7,.143,0,3,.000,1,4,.250,.143,1,2,.500,0,2,2,0,0,0,0,0,3,0,,cuiyo01
529,Jaylen Martin,21,2TM,SF,4,0,7,1,4,.250,1,1,1.000,0,3,.000,.375,0,0,,1,1,2,0,0,0,0,1,3,0,,martija02
529,Jaylen Martin,21,BRK,SF,3,0,5,1,2,.500,1,1,1.000,0,1,.000,.750,0,0,,0,0,0,0,0,0,0,1,3,0,,martija02
529,Jaylen Martin,21,WAS,SF,1,0,2,0,2,.000,0,0,,0,2,.000,.000,0,0,,1,1,2,0,0,0,0,0,0,0,,martija02
530,Tristen Newton,23,2TM,SG,8,0,16,1,8,.125,0,3,.000,1,5,.200,.125,1,1,1.000,2,2,4,2,1,0,2,4,3,0,,newtotr01
530,Tristen Newton,23,IND,SG,5,0,8,1,6,.167,0,3,.000,1,3,.333,.167,1,1,1.000,0,0,0,1,0,0,1,2,3,0,,newtotr01
530,Tristen Newton,23,MIN,SG,3,0,8,0,2,.000,0,0,,0,2,.000,.000,0,0,,2,2,4,1,1,0,1,2,0,0,,newtotr01
531,Quincy Olivari,23,LAL,PG,2,0,10,1,5,.200,1,5,.200,0,0,,.300,0,0,,0,0,0,1,0,0,1,0,3,0,,olivaqu01
532,Jamaree Bouyea,25,MIL,PG,1,0,5,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,0,0,1,1,0,1,0,2,0,,bouyeja01
533,Yuri Collins,23,GSW,PG,2,0,16,1,3,.333,0,0,,1,3,.333,.333,0,0,,2,1,3,4,2,0,0,5,2,0,,colliyu01
534,Malevy Leons,25,OKC,SF,6,0,21,0,2,.000,0,1,.000,0,1,.000,.000,2,4,.500,1,2,3,1,0,0,1,4,2,0,,leonsma01
535,Daishen Nix,22,MIN,PG,3,0,13,0,1,.000,0,1,.000,0,0,,.000,1,2,.500,0,4,4,3,0,0,4,1,1,0,,nixda01
536,Tony Bradley,27,IND,C,2,0,2,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,0,0,0,,bradlto01
537,Jesse Edwards,24,MIN,C,2,0,5,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,0,2,0,0,,edwarje01
538,Harrison Ingram,22,SAS,SF,2,0,11,0,2,.000,0,1,.000,0,1,.000,.000,0,0,,0,2,2,0,0,0,0,1,0,0,,ingraha01
539,Daniss Jenkins,23,DET,PG,5,0,10,0,4,.000,0,4,.000,0,0,,.000,0,0,,0,0,0,0,0,0,1,2,0,0,,jenkida01
540,Bobi Klintman,21,DET,SF,6,0,17,0,2,.000,0,1,.000,0,1,.000,.000,0,0,,0,4,4,1,0,1,1,2,0,0,,klintbo01
541,Mac McClung,26,ORL,SG,1,0,5,0,0,,0,0,,0,0,,,0,0,,0,1,1,2,0,0,0,0,0,0,,mccluma01
542,Jalen McDaniels,27,WAS,SF,4,0,7,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,1,0,0,0,0,0,,mcdanja01
543,Emanuel Miller,24,CHI,PF,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,,milleem01
544,Justin Minaya,25,POR,SF,7,0,19,0,2,.000,0,1,.000,0,1,.000,.000,0,0,,2,1,3,2,1,0,0,3,0,0,,minayju01
545,Riley Minix,24,SAS,SF,1,0,7,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,2,2,0,0,0,0,0,0,0,,minixri01
546,Miles Norris,24,BOS,PF,1,0,4,0,0,,0,0,,0,0,,,0,0,,0,2,2,0,0,0,0,0,0,0,,norrimi01
547,Jahlil Okafor,29,IND,C,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,1,1,1,0,0,0,0,0,0,,okafoja01
548,Chuma Okeke,26,PHI,PF,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,0,0,0,,okekech01
549,Zyon Pullin,23,MEM,SG,3,0,3,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0,0,,pullizy01
550,Cole Swider,25,DET,SF,2,0,13,0,5,.000,0,5,.000,0,0,,.000,0,0,,0,2,2,1,0,0,0,1,0,0,,swideco01
551,Jahmir Young,24,CHI,PG,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,1,1,1,0,0,0,0,0,0,,youngja05
